,movieId,title,imdbId,tmdbId,release_year
1293,1726,"Postman, The ",119925,9922,1997
1294,1727,"Horse Whisperer, The ",119314,547,1998
1295,1729,Jackie Brown ,119396,184,1997
1296,1730,Kundun ,119485,9746,1997
1297,1731,Mr. Magoo ,119718,9438,1997
1298,1732,"Big Lebowski, The ",118715,115,1998
1299,1733,Afterglow ,118566,26941,1997
1300,1734,My Life in Pink (Ma vie en rose) ,119590,27103,1997
1301,1735,Great Expectations ,119223,9410,1998
1302,1739,3 Ninjas: High Noon On Mega Mountain ,118539,32302,1998
1303,1746,Senseless ,120820,12538,1998
1304,1747,Wag the Dog ,120885,586,1997
1305,1748,Dark City ,118929,2666,1998
1306,1752,Hard Rain ,120696,11258,1998
1307,1753,Half Baked ,120693,9490,1998
1308,1754,Fallen ,119099,9411,1998
1309,1755,Shooting Fish ,120122,25719,1997
1310,1757,Fallen Angels (Duo luo tian shi) ,112913,11220,1995
1311,1759,"Four Days in September (O Que É Isso, Companheiro?) ",119815,21253,1997
1312,1760,Spice World ,120185,6116,1997
1313,1762,Deep Rising ,118956,9457,1998
1314,1767,Music From Another Room ,119734,39424,1998
1315,1769,"Replacement Killers, The ",120008,11702,1998
1316,1770,B. Monkey ,120594,2923,1998
1317,1771,Night Flier ,119784,12238,1997
1318,1772,Blues Brothers 2000 ,118747,11568,1998
1319,1777,"Wedding Singer, The ",120888,11003,1998
1320,1779,Sphere ,120184,10153,1998
1321,1783,Palmetto ,120782,30949,1998
1322,1784,As Good as It Gets ,119822,2898,1997
1323,1785,King of New York ,99939,9558,1990
1324,1791,Twilight ,119594,26269,1998
1325,1792,U.S. Marshals ,120873,11808,1998
1326,1793,Welcome to Woop-Woop ,120491,6970,1997
1327,1794,Love and Death on Long Island ,119574,47452,1997
1328,1797,Everest ,120661,21736,1998
1329,1798,Hush ,118744,17941,1998
1330,1799,Suicide Kings ,120241,10668,1997
1331,1801,"Man in the Iron Mask, The ",120744,9313,1998
1332,1804,"Newton Boys, The ",120769,42807,1998
1333,1805,Wild Things ,120890,617,1998
1334,1806,Paulie ,125454,36568,1998
1335,1807,"Cool, Dry Place, A ",120642,37272,1998
1336,1809,Fireworks (Hana-bi) ,119250,5910,1997
1337,1810,Primary Colors ,119942,9440,1998
1338,1812,Wide Awake ,120510,32911,1998
1339,1816,Two Girls and a Guy ,124179,32456,1997
1340,1821,"Object of My Affection, The ",120772,17127,1998
1341,1824,Homegrown ,119305,17133,1998
1342,1825,The Players Club ,119905,19848,1998
1343,1826,Barney's Great Adventure ,120598,17644,1998
1344,1827,"Big One, The ",124295,1774,1997
1345,1829,Chinese Box ,118851,30265,1997
1346,1831,Lost in Space ,120738,2157,1998
1347,1833,Mercury Rising ,120749,8838,1998
1348,1834,"Spanish Prisoner, The ",120176,29193,1997
1349,1835,City of Angels ,120632,795,1998
1350,1836,"Last Days of Disco, The ",120728,16980,1998
1351,1837,"Odd Couple II, The ",120773,27472,1998
1352,1839,My Giant ,120765,47881,1998
1353,1840,He Got Game ,124718,9469,1998
1354,1841,"Gingerbread Man, The ",119196,12488,1998
1355,1844,Live Flesh (Carne trémula) ,118819,267,1997
1356,1845,Zero Effect ,120906,16148,1998
1357,1848,"Borrowers, The ",118755,9449,1997
1358,1855,Krippendorf's Tribe ,120725,31220,1998
1359,1856,Kurt & Courtney ,138563,13907,1998
1360,1857,"Real Blonde, The ",119987,29825,1997
1361,1858,Mr. Nice Guy (Yat goh ho yan) ,117786,10622,1997
1362,1859,Taste of Cherry (Ta'm e guilass) ,120265,30020,1997
1363,1860,Character (Karakter) ,119448,17139,1997
1364,1862,Species II ,120841,10216,1998
1365,1863,Major League: Back to the Minors ,120742,9771,1998
1366,1866,"Big Hit, The ",120609,9448,1998
1367,1867,Tarzan and the Lost City ,120856,38618,1998
1368,1870,"Dancer, Texas Pop. 81 ",118925,78373,1998
1369,1873,"Misérables, Les ",119683,4415,1998
1370,1875,Clockwatchers ,118866,55561,1997
1371,1876,Deep Impact ,120647,8656,1998
1372,1881,Quest for Camelot ,120800,18937,1998
1373,1882,Godzilla ,120685,929,1998
1374,1883,Bulworth ,118798,9452,1998
1375,1884,Fear and Loathing in Las Vegas ,120669,1878,1998
1376,1885,"Opposite of Sex, The ",120777,9844,1998
1377,1887,Almost Heroes ,119053,14342,1998
1378,1888,Hope Floats ,119313,9715,1998
1379,1889,Insomnia ,119375,26610,1997
1380,1891,"Ugly, The ",120401,40961,1997
1381,1892,"Perfect Murder, A ",120787,1965,1998
1382,1893,Beyond Silence (Jenseits der Stille) ,116692,312,1996
1383,1894,Six Days Seven Nights ,120828,6068,1998
1384,1895,Can't Hardly Wait ,127723,15037,1998
1385,1897,High Art ,139362,37636,1998
1386,1900,"Children of Heaven, The (Bacheha-Ye Aseman) ",118849,21334,1997
1387,1902,Dream for an Insomniac ,116141,32284,1996
1388,1904,Henry Fool ,122529,37410,1997
1389,1906,Mr. Jealousy ,119717,53765,1997
1390,1907,Mulan ,120762,10674,1998
1391,1909,"X-Files: Fight the Future, The ",120902,846,1998
1392,1910,I Went Down ,126344,12655,1997
1393,1911,Dr. Dolittle ,118998,3050,1998
1394,1912,Out of Sight ,120780,1389,1998
1395,1913,Picnic at Hanging Rock ,73540,11020,1975
1396,1914,Smoke Signals ,120321,20862,1998
1397,1916,Buffalo '66 (a.k.a. Buffalo 66) ,118789,9464,1998
1398,1917,Armageddon ,120591,95,1998
1399,1918,Lethal Weapon 4 ,122151,944,1998
1400,1919,Madeline ,123987,35680,1998
1401,1920,Small Soldiers ,122718,11551,1998
1402,1921,Pi ,138704,473,1998
1403,1922,Whatever ,140688,102304,1998
1404,1923,There's Something About Mary ,129387,544,1998
1405,1924,Plan 9 from Outer Space ,52077,10513,1959
1406,1926,"Broadway Melody, The ",19729,65203,1929
1407,1927,All Quiet on the Western Front ,20629,143,1930
1408,1928,Cimarron ,21746,42861,1931
1409,1929,Grand Hotel ,22958,33680,1932
1410,1931,Mutiny on the Bounty ,26752,12311,1935
1411,1932,"Great Ziegfeld, The ",27698,43277,1936
1412,1933,"Life of Emile Zola, The ",29146,43278,1937
1413,1934,You Can't Take It with You ,30993,34106,1938
1414,1936,Mrs. Miniver ,35093,27367,1942
1415,1937,Going My Way ,36872,17661,1944
1416,1938,"Lost Weekend, The ",37884,28580,1945
1417,1939,"Best Years of Our Lives, The ",36868,887,1946
1418,1940,Gentleman's Agreement ,39416,33667,1947
1419,1941,Hamlet ,40416,23383,1948
1420,1942,All the King's Men ,41113,25430,1949
1421,1944,From Here to Eternity ,45793,11426,1953
1422,1945,On the Waterfront ,47296,654,1954
1423,1946,Marty ,48356,15919,1955
1424,1947,West Side Story ,55614,1725,1961
1425,1948,Tom Jones ,57590,5769,1963
1426,1949,"Man for All Seasons, A ",60665,874,1966
1427,1950,In the Heat of the Night ,61811,10633,1967
1428,1951,Oliver! ,63385,17917,1968
1429,1952,Midnight Cowboy ,64665,3116,1969
1430,1953,"French Connection, The ",67116,1051,1971
1431,1954,Rocky ,75148,1366,1976
1432,1955,Kramer vs. Kramer ,79417,12102,1979
1433,1956,Ordinary People ,81283,16619,1980
1434,1957,Chariots of Fire ,82158,9443,1981
1435,1958,Terms of Endearment ,86425,11050,1983
1436,1959,Out of Africa ,89755,606,1985
1437,1960,"Last Emperor, The ",93389,746,1987
1438,1961,Rain Man ,95953,380,1988
1439,1962,Driving Miss Daisy ,97239,403,1989
1440,1963,Take the Money and Run ,65063,11485,1969
1441,1964,Klute ,67309,466,1971
1442,1965,Repo Man ,87995,13820,1984
1443,1966,Metropolitan ,100142,15389,1990
1444,1967,Labyrinth ,91369,13597,1986
1445,1968,"Breakfast Club, The ",88847,2108,1985
1446,1969,"Nightmare on Elm Street 2: Freddy's Revenge, A ",89686,10014,1985
1447,1970,"Nightmare on Elm Street 3: Dream Warriors, A ",93629,10072,1987
1448,1971,"Nightmare on Elm Street 4: The Dream Master, A ",95742,10131,1988
1449,1972,"Nightmare on Elm Street 5: The Dream Child, A ",97981,10160,1989
1450,1973,"Freddy's Dead: The Final Nightmare (Nightmare on Elm Street Part 6: Freddy's Dead, A) ",101917,11284,1991
1451,1974,Friday the 13th ,80761,4488,1980
1452,1975,Friday the 13th Part 2 ,82418,9725,1981
1453,1976,Friday the 13th Part 3: 3D ,83972,9728,1982
1454,1977,Friday the 13th Part IV: The Final Chapter ,87298,9730,1984
1455,1978,Friday the 13th Part V: A New Beginning ,89173,9731,1985
1456,1979,Friday the 13th Part VI: Jason Lives ,91080,10225,1986
1457,1980,Friday the 13th Part VII: The New Blood ,95179,10281,1988
1458,1981,Friday the 13th Part VIII: Jason Takes Manhattan ,97388,10283,1989
1459,1982,Halloween ,77651,948,1978
1460,1983,Halloween II ,82495,11281,1981
1461,1984,Halloween III: Season of the Witch ,85636,10676,1982
1462,1985,Halloween 4: The Return of Michael Myers ,95271,11357,1988
1463,1986,Halloween 5: The Revenge of Michael Myers ,97474,11361,1989
1464,1987,Prom Night ,81383,36599,1980
1465,1990,Prom Night IV: Deliver Us From Evil ,105179,41769,1992
1466,1991,Child's Play ,94862,10585,1988
1467,1992,Child's Play 2 ,99253,11186,1990
1468,1993,Child's Play 3 ,103956,11187,1991
1469,1994,Poltergeist ,84516,609,1982
1470,1995,Poltergeist II: The Other Side ,91778,11133,1986
1471,1996,Poltergeist III ,95889,10306,1988
1472,1997,"Exorcist, The ",70047,9552,1973
1473,1998,Exorcist II: The Heretic ,76009,11586,1977
1474,1999,"Exorcist III, The ",99528,11587,1990
1475,2000,Lethal Weapon ,93409,941,1987
1476,2001,Lethal Weapon 2 ,97733,942,1989
1477,2002,Lethal Weapon 3 ,104714,943,1992
1478,2003,Gremlins ,87363,927,1984
1479,2004,Gremlins 2: The New Batch ,99700,928,1990
1480,2005,"Goonies, The ",89218,9340,1985
1481,2006,"Mask of Zorro, The ",120746,9342,1998
1482,2007,Polish Wedding ,119910,38509,1998
1483,2008,"This World, Then the Fireworks ",117898,60033,1997
1484,2009,Soylent Green ,70723,12101,1973
1485,2010,Metropolis ,17136,19,1927
1486,2011,Back to the Future Part II ,96874,165,1989
1487,2012,Back to the Future Part III ,99088,196,1990
1488,2013,"Poseidon Adventure, The ",69113,551,1972
1489,2014,Freaky Friday ,76054,16084,1977
1490,2015,"Absent-Minded Professor, The ",54594,17984,1961
1491,2016,"Apple Dumpling Gang Rides Again, The ",78790,22328,1979
1492,2017,Babes in Toyland ,54649,32611,1961
1493,2018,Bambi ,34492,3170,1942
1494,2019,Seven Samurai (Shichinin no samurai) ,47478,346,1954
1495,2020,Dangerous Liaisons ,94947,859,1988
1496,2021,Dune ,87182,841,1984
1497,2022,"Last Temptation of Christ, The ",95497,11051,1988
1498,2023,"Godfather: Part III, The ",99674,242,1990
1499,2024,"Rapture, The ",102757,1411,1991
1500,2025,Lolita ,119558,9769,1997
1501,2026,Disturbing Behavior ,134619,9424,1998
1502,2027,Jane Austen's Mafia! ,120741,9835,1998
1503,2028,Saving Private Ryan ,120815,857,1998
1504,2032,"Barefoot Executive, The ",66811,20173,1971
1505,2033,"Black Cauldron, The ",88814,10957,1985
1506,2034,"Black Hole, The ",78869,9570,1979
1507,2035,Blackbeard's Ghost ,62737,16249,1968
1508,2036,Blank Check ,109287,13962,1994
1509,2037,Candleshoe ,75807,14612,1977
1510,2038,"Cat from Outer Space, The ",77305,19378,1978
1511,2040,"Computer Wore Tennis Shoes, The ",65566,29228,1969
1512,2041,Condorman ,82199,19379,1981
1513,2042,D2: The Mighty Ducks ,109520,11164,1994
1514,2043,Darby O'Gill and the Little People ,52722,18887,1959
1515,2044,"Devil and Max Devlin, The ",82263,40866,1981
1516,2046,Flight of the Navigator ,91059,10122,1986
1517,2048,"Great Mouse Detective, The ",91149,9994,1986
1518,2050,Herbie Goes Bananas ,80861,12129,1980
1519,2051,Herbie Goes to Monte Carlo ,76137,14140,1977
1520,2052,Hocus Pocus ,107120,10439,1993
1521,2053,"Honey, I Blew Up the Kid ",104437,11158,1992
1522,2054,"Honey, I Shrunk the Kids ",97523,9354,1989
1523,2055,Hot Lead and Cold Feet ,77698,28736,1978
1524,2056,In Search of the Castaways ,56095,34774,1962
1525,2057,"Incredible Journey, The ",57180,37969,1963
1526,2058,"Negotiator, The ",120768,9631,1998
1527,2059,"Parent Trap, The ",120783,9820,1998
1528,2060,BASEketball ,131857,14013,1998
1529,2064,Roger & Me ,98213,1779,1989
1530,2065,"Purple Rose of Cairo, The ",89853,10849,1985
1531,2066,Out of the Past ,39689,678,1947
1532,2067,Doctor Zhivago ,59113,907,1965
1533,2068,Fanny and Alexander (Fanny och Alexander) ,83922,5961,1982
1534,2069,"Trip to Bountiful, The ",90203,47908,1985
1535,2070,Tender Mercies ,86423,42121,1983
1536,2071,And the Band Played On ,106273,2887,1993
1537,2072,"'burbs, The ",96734,11974,1989
1538,2073,Fandango ,89126,20348,1985
1539,2074,"Night Porter, The (Portiere di notte, Il) ",71910,26648,1974
1540,2075,Mephisto ,82736,11911,1981
1541,2076,Blue Velvet ,90756,793,1986
1542,2077,"Journey of Natty Gann, The ",89385,35144,1985
1543,2078,"Jungle Book, The ",61852,9325,1967
1544,2080,Lady and the Tramp ,48280,10340,1955
1545,2081,"Little Mermaid, The ",97757,10144,1989
1546,2082,"Mighty Ducks, The ",104868,10414,1992
1547,2083,"Muppet Christmas Carol, The ",104940,10437,1992
1548,2084,Newsies ,104990,15300,1992
1549,2085,101 Dalmatians (One Hundred and One Dalmatians) ,55254,12230,1961
1550,2087,Peter Pan ,46183,10693,1953
1551,2088,Popeye ,81353,11335,1980
1552,2089,"Rescuers Down Under, The ",100477,11135,1990
1553,2090,"Rescuers, The ",76618,11319,1977
1554,2091,Return from Witch Mountain ,78158,14822,1978
1555,2092,"Return of Jafar, The ",107952,15969,1994
1556,2093,Return to Oz ,89908,13155,1985
1557,2094,"Rocketeer, The ",102803,10249,1991
1558,2095,"Shaggy D.A., The ",75200,15943,1976
1559,2096,Sleeping Beauty ,53285,10882,1959
1560,2097,Something Wicked This Way Comes ,86336,24808,1983
1561,2098,Son of Flubber ,57518,19762,1963
1562,2099,Song of the South ,38969,13850,1946
1563,2100,Splash ,88161,2619,1984
1564,2102,Steamboat Willie ,19422,53565,1928
1565,2103,Tall Tale ,111359,41841,1995
1566,2104,Tex ,84783,27332,1982
1567,2105,Tron ,84827,97,1982
1568,2106,Swing Kids ,108265,10419,1993
1569,2107,Halloween H20: 20 Years Later (Halloween 7: The Revenge of Laurie Strode) ,120694,11675,1998
1570,2108,L.A. Story ,102250,2107,1991
1571,2109,"Jerk, The ",79367,6471,1979
1572,2110,Dead Men Don't Wear Plaid ,83798,9442,1982
1573,2111,"Man with Two Brains, The ",85894,11591,1983
1574,2112,Grand Canyon ,101969,13697,1991
1575,2114,"Outsiders, The ",86066,227,1983
1576,2115,Indiana Jones and the Temple of Doom ,87469,87,1984
1577,2116,"Lord of the Rings, The ",77869,123,1978
1578,2117,1984 (Nineteen Eighty-Four) ,87803,9314,1984
1579,2118,"Dead Zone, The ",85407,11336,1983
1580,2119,Maximum Overdrive ,91499,9980,1986
1581,2120,Needful Things ,107665,10657,1993
1582,2121,Cujo ,85382,10489,1983
1583,2122,Children of the Corn ,87050,10823,1984
1584,2123,All Dogs Go to Heaven ,96787,11497,1989
1585,2124,"Addams Family, The ",101272,2907,1991
1586,2125,Ever After: A Cinderella Story ,120631,9454,1998
1587,2126,Snake Eyes ,120832,8688,1998
1588,2130,Atlantic City ,80388,23954,1980
1589,2131,Autumn Sonata (Höstsonaten) ,77711,12761,1978
1590,2132,Who's Afraid of Virginia Woolf? ,61184,396,1966
1591,2133,Adventures in Babysitting ,92513,14367,1987
1592,2134,Weird Science ,90305,11814,1985
1593,2135,Doctor Dolittle ,61584,16081,1967
1594,2136,"Nutty Professor, The ",57372,18331,1963
1595,2137,Charlotte's Web ,70016,15171,1973
1596,2138,Watership Down ,78480,11837,1978
1597,2139,"Secret of NIMH, The ",84649,11704,1982
1598,2140,"Dark Crystal, The ",83791,11639,1982
1599,2141,"American Tail, An ",90633,4978,1986
1600,2142,"American Tail: Fievel Goes West, An ",101329,10380,1991
1601,2143,Legend ,89469,11976,1985
1602,2144,Sixteen Candles ,88128,15144,1984
1603,2145,Pretty in Pink ,91790,11522,1986
1604,2146,St. Elmo's Fire ,90060,11557,1985
1605,2147,"Clan of the Cave Bear, The ",90848,13853,1986
1606,2148,House ,91223,11415,1986
1607,2149,House II: The Second Story ,93220,37530,1987
1608,2150,"Gods Must Be Crazy, The ",80801,8393,1980
1609,2151,"Gods Must Be Crazy II, The ",97443,11937,1989
1610,2152,Air Bud: Golden Receiver ,140796,21661,1998
1611,2153,"Avengers, The ",118661,9320,1998
1612,2154,How Stella Got Her Groove Back ,120703,33644,1998
1613,2155,"Slums of Beverly Hills, The ",120831,14662,1998
1614,2156,"Best Man, The (Testimone dello sposo, Il) ",133413,125124,1998
1615,2159,Henry: Portrait of a Serial Killer ,99763,10692,1986
1616,2160,Rosemary's Baby ,63522,805,1968
1617,2161,"NeverEnding Story, The ",88323,34584,1984
1618,2162,"NeverEnding Story II: The Next Chapter, The ",100240,34636,1990
1619,2163,Attack of the Killer Tomatoes! ,80391,2182,1978
1620,2164,Surf Nazis Must Die ,94077,28070,1987
1621,2165,Your Friends and Neighbors ,119517,77469,1998
1622,2166,Return to Paradise ,124595,10278,1998
1623,2167,Blade ,120611,36647,1998
1624,2169,Dead Man on Campus ,118301,14557,1998
1625,2170,Wrongfully Accused ,120901,9417,1998
1626,2171,Next Stop Wonderland ,119778,41469,1998
1627,2172,"Strike! (a.k.a. All I Wanna Do, The Hairy Bird) ",120692,19381,1998
1628,2174,Beetlejuice ,94721,4011,1988
1629,2175,Déjà Vu ,119033,161795,1997
1630,2176,Rope ,40746,1580,1948
1631,2177,Family Plot ,74512,5854,1976
1632,2178,Frenzy ,68611,573,1972
1633,2179,Topaz ,65112,2370,1969
1634,2180,Torn Curtain ,61107,5780,1966
1635,2181,Marnie ,58329,506,1964
1636,2182,"Wrong Man, The ",51207,22527,1956
1637,2183,"Man Who Knew Too Much, The ",49470,574,1956
1638,2184,"Trouble with Harry, The ",48750,11219,1955
1639,2185,I Confess ,45897,30159,1953
1640,2186,Strangers on a Train ,44079,845,1951
1641,2187,Stage Fright ,42994,1978,1950
1642,2188,54,120577,3682,1998
1643,2190,Why Do Fools Fall In Love? ,123324,46702,1998
1644,2193,Willow ,96446,847,1988
1645,2194,"Untouchables, The ",94226,117,1987
1646,2195,Dirty Work ,120654,14577,1998
1647,2196,Knock Off ,120724,37498,1998
1648,2201,"Paradine Case, The ",39694,31667,1947
1649,2202,Lifeboat ,37017,13321,1944
1650,2203,Shadow of a Doubt ,36342,21734,1943
1651,2204,Saboteur ,35279,31997,1942
1652,2205,Mr. & Mrs. Smith ,33922,24197,1941
1653,2206,Suspicion ,34248,11462,1941
1654,2207,Jamaica Inn ,31505,31995,1939
1655,2208,"Lady Vanishes, The ",30341,940,1938
1656,2210,Sabotage ,28212,12684,1936
1657,2211,Secret Agent ,28231,2761,1936
1658,2212,"Man Who Knew Too Much, The ",25452,8208,1934
1659,2226,"Ring, The ",18328,36056,1927
1660,2227,"Lodger: A Story of the London Fog, The ",17075,2760,1927
1661,2231,Rounders ,128442,10220,1998
1662,2232,Cube ,123755,431,1997
1663,2236,Simon Birch ,124879,22796,1998
1664,2239,Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto) ,73817,37916,1975
1665,2240,My Bodyguard ,81207,21873,1980
1666,2241,Class ,85346,21500,1983
1667,2243,Broadcast News ,92699,12626,1987
1668,2244,"Allnighter, The ",92537,37818,1987
1669,2245,Working Girl ,96463,3525,1988
1670,2247,Married to the Mob ,95593,2321,1988
1671,2248,Say Anything... ,98258,2028,1989
1672,2249,My Blue Heaven ,100212,16384,1990
1673,2252,Hero ,104412,10699,1992
1674,2253,Toys ,105629,11597,1992
1675,2255,Young Doctors in Love ,84938,47947,1982
1676,2256,Parasite ,84472,48311,1982
1677,2257,No Small Affair ,87810,44772,1984
1678,2259,Blame It on Rio ,86973,14347,1984
1679,2260,Wisdom ,92225,41090,1986
1680,2261,One Crazy Summer ,91680,18282,1986
1681,2262,About Last Night... ,90583,18169,1986
1682,2263,"Seventh Sign, The ",96073,11082,1988
1683,2264,We're No Angels ,98625,5971,1989
1684,2265,Nothing But Trouble ,102558,11933,1991
1685,2266,"Butcher's Wife, The ",101523,20096,1991
1686,2267,Mortal Thoughts ,102469,30815,1991
1687,2268,"Few Good Men, A ",104257,881,1992
1688,2269,Indecent Proposal ,107211,4478,1993
1689,2271,Permanent Midnight ,120788,22318,1998
1690,2272,One True Thing ,120776,53113,1998
1691,2273,Rush Hour ,120812,2109,1998
1692,2275,Six-String Samurai ,118736,24746,1998
1693,2278,Ronin ,122690,8195,1998
1694,2279,Urban Legend ,146336,9877,1998
1695,2280,Clay Pigeons ,118863,26618,1998
1696,2281,Monument Ave. ,119802,21132,1998
1697,2282,Pecker ,126604,11855,1998
1698,2283,"Sheltering Sky, The ",100594,24016,1990
1699,2286,"Fiendish Plot of Dr. Fu Manchu, The ",80731,3486,1980
1700,2287,Them! ,47573,11071,1954
1701,2288,"Thing, The ",84787,1091,1982
1702,2289,"Player, The ",105151,10403,1992
1703,2290,Stardust Memories ,81554,11337,1980
1704,2291,Edward Scissorhands ,99487,162,1990
1705,2292,Overnight Delivery ,117276,25723,1998
1706,2294,Antz ,120587,8916,1998
1707,2295,"Impostors, The ",120823,28134,1998
1708,2296,"Night at the Roxbury, A ",120770,9429,1998
1709,2297,What Dreams May Come ,120889,12159,1998
1710,2298,Strangeland ,124102,27791,1998
1711,2300,"Producers, The ",63462,30197,1968
1712,2301,History of the World: Part I ,82517,10156,1981
1713,2302,My Cousin Vinny ,104952,10377,1992
1714,2303,Nashville ,73440,3121,1975
1715,2304,Love Is the Devil ,119577,4975,1998
1716,2306,Holy Man ,120701,9713,1998
1717,2307,One Tough Cop ,122642,134368,1998
1718,2310,"Mighty, The ",119670,9821,1998
1719,2311,2010: The Year We Make Contact ,86837,4437,1984
1720,2312,Children of a Lesser God ,90830,1890,1986
1721,2313,"Elephant Man, The ",80678,1955,1980
1722,2314,Beloved ,120603,39437,1998
1723,2315,Bride of Chucky (Child's Play 4) ,144120,11932,1998
1724,2316,Practical Magic ,120791,6435,1998
1725,2318,Happiness ,147612,10683,1998
1726,2320,Apt Pupil ,118636,9445,1998
1727,2321,Pleasantville ,120789,2657,1998
1728,2322,Soldier ,120157,9425,1998
1729,2323,"Cruise, The ",150230,32326,1998
1730,2324,Life Is Beautiful (La Vita è bella) ,118799,637,1997
1731,2325,Orgazmo ,124819,8675,1997
1732,2327,Tales from the Darkside: The Movie ,100740,20701,1990
1733,2328,Vampires ,120877,9945,1998
1734,2329,American History X ,120586,73,1998
1735,2330,Hands on a Hard Body ,116481,18603,1996
1736,2331,Living Out Loud ,120722,46889,1998
1737,2332,Belly ,158493,12888,1998
1738,2333,Gods and Monsters ,120684,3033,1998
1739,2334,"Siege, The ",133952,9882,1998
1740,2335,"Waterboy, The ",120484,10663,1998
1741,2336,Elizabeth ,127536,4518,1998
1742,2337,Velvet Goldmine ,120879,1808,1998
1743,2338,I Still Know What You Did Last Summer ,130018,3600,1998
1744,2339,I'll Be Home For Christmas ,155753,17037,1998
1745,2340,Meet Joe Black ,119643,297,1998
1746,2342,Hard Core Logo ,116488,21589,1996
1747,2344,Runaway Train ,89941,11893,1985
1748,2346,"Stepford Wives, The ",73747,12223,1975
1749,2347,"Pope of Greenwich Village, The ",87932,32081,1984
1750,2348,Sid and Nancy ,91954,14924,1986
1751,2349,Mona Lisa ,91538,10002,1986
1752,2350,Heart Condition ,99750,41817,1990
1753,2351,"Nights of Cabiria (Notti di Cabiria, Le) ",50783,19426,1957
1754,2352,"Big Chill, The ",85244,12560,1983
1755,2353,Enemy of the State ,120660,9798,1998
1756,2354,"Rugrats Movie, The ",134067,14444,1998
1757,2355,"Bug's Life, A ",120623,9487,1998
1758,2356,Celebrity ,120533,9466,1998
1759,2357,Central Station (Central do Brasil) ,140888,666,1998
1760,2358,Savior ,120070,2042,1998
1761,2359,Waking Ned Devine (a.k.a. Waking Ned) ,166396,10162,1998
1762,2360,"Celebration, The (Festen) ",154420,309,1998
1763,2361,Pink Flamingos ,69089,692,1972
1764,2362,Glen or Glenda ,45826,24018,1953
1765,2363,Godzilla (Gojira) ,47034,1678,1954
1766,2364,"Godzilla 1985: The Legend Is Reborn (Gojira) (Godzilla) (Return of Godzilla, The) ",87344,39256,1984
1767,2365,King Kong vs. Godzilla (Kingukongu tai Gojira) ,56142,1680,1962
1768,2366,King Kong ,24216,244,1933
1769,2367,King Kong ,74751,10730,1976
1770,2368,King Kong Lives ,91344,31947,1986
1771,2369,Desperately Seeking Susan ,89017,8130,1985
1772,2370,"Emerald Forest, The ",89087,11532,1985
1773,2371,Fletch ,89155,9749,1985
1774,2372,Fletch Lives ,97366,14628,1989
1775,2373,Red Sonja ,89893,9626,1985
1776,2374,Gung Ho ,91159,13698,1986
1777,2375,"Money Pit, The ",91541,10466,1986
1778,2376,"View to a Kill, A ",90264,707,1985
1779,2377,Lifeforce ,89489,11954,1985
1780,2378,Police Academy ,87928,9336,1984
1781,2379,Police Academy 2: Their First Assignment ,89822,10157,1985
1782,2380,Police Academy 3: Back in Training ,91777,12118,1986
1783,2381,Police Academy 4: Citizens on Patrol ,93756,10587,1987
1784,2382,Police Academy 5: Assignment: Miami Beach ,95882,11825,1988
1785,2383,Police Academy 6: City Under Siege ,98105,11895,1989
1786,2384,Babe: Pig in the City ,120595,9447,1998
1787,2385,Home Fries ,119304,12257,1998
1788,2387,Very Bad Things ,124198,10029,1998
1789,2388,Steam: The Turkish Bath (Hamam) ,119248,27104,1997
1790,2389,Psycho ,155975,11252,1998
1791,2390,Little Voice ,147004,8545,1998
1792,2391,"Simple Plan, A ",120324,10223,1998
1793,2392,Jack Frost ,141109,9745,1998
1794,2393,Star Trek: Insurrection ,120844,200,1998
1795,2394,"Prince of Egypt, The ",120794,9837,1998
1796,2395,Rushmore ,128445,11545,1998
1797,2396,Shakespeare in Love ,138097,1934,1998
1798,2398,Miracle on 34th Street ,39628,11881,1947
1799,2399,Santa Claus: The Movie ,89961,13764,1985
1800,2400,Prancer ,98115,24951,1989
1801,2401,Pale Rider ,89767,8879,1985
1802,2402,Rambo: First Blood Part II ,89880,1369,1985
1803,2403,First Blood (Rambo: First Blood) ,83944,1368,1982
1804,2404,Rambo III ,95956,1370,1988
1805,2405,"Jewel of the Nile, The ",89370,10303,1985
1806,2406,Romancing the Stone ,88011,9326,1984
1807,2407,Cocoon ,88933,10328,1985
1808,2408,Cocoon: The Return ,94890,11285,1988
1809,2409,Rocky II ,79817,1367,1979
1810,2410,Rocky III ,84602,1371,1982
1811,2411,Rocky IV ,89927,1374,1985
1812,2412,Rocky V ,100507,1375,1990
1813,2413,Clue ,88930,15196,1985
1814,2414,Young Sherlock Holmes ,90357,11904,1985
1815,2415,Violets Are Blue... ,92173,215875,1986
1816,2416,Back to School ,90685,15596,1986
1817,2417,Heartburn ,91188,13818,1986
1818,2418,Nothing in Common ,91653,29968,1986
1819,2419,Extremities ,91024,44326,1986
1820,2420,"Karate Kid, The ",87538,1885,1984
1821,2421,"Karate Kid, Part II, The ",91326,8856,1986
1822,2422,"Karate Kid, Part III, The ",97647,10495,1989
1823,2423,Christmas Vacation (National Lampoon's Christmas Vacation) ,97958,5825,1989
1824,2424,You've Got Mail ,128853,9489,1998
1825,2425,"General, The ",120706,16885,1998
1826,2427,"Thin Red Line, The ",120863,8741,1998
1827,2428,"Faculty, The ",133751,9276,1998
1828,2429,Mighty Joe Young ,120751,9822,1998
